,tweet
139,"@NicoPanagio @WOOLWORTHS_SA There expensive dairy ice cream also now contains soy. Using filler products to cut their costs, yet they increase the price of it."
140,"South African actor Nico Panagio's tweet about increasing food prices at Woolworths has South Africans up in arms about the price of milk. 🥛#Woolworths #foodprices #Woollies
https://t.co/fggj8CEdRV"
141,"@PlantBasedNews I’m not saying that people would necessarily adopt a vegan lifestyle, but ending subsidies for animal products, thereby making consumers pay the full cost of their choices, would at least reduce the amount of meat, dairy, eggs, leather, fur, etc. that people purchase."
142,"@robreiner Yeah cause the party that forced you to mask, vax, fire bombed and looted your cities and kept kids from graduating, kept kids from learning and made the price of fuel and milk sky rocket ran the country soo well.  But hey at least men can get pregnant."
143,@kriswentzel9 Just the price of milk for example makes me cringe 😖
144,"I would dare any reporter in her district to actually ask them if they're ""furious"" about the border crisis--I think they'd be angry over her voting against seniors capping the cost of insulin, protecting vets from toxins, voted against lowering gas $, baby milk crisis, etc. https://t.co/JsciG2VudL"
145,i can’t go to starbucks anymore y’all. i can’t keep paying $8 for a drink that isn’t even full. alternative milk should be free. adding an inch of cold foam should not cost $1.25. and i know y’all aren’t paying your employees enough to justify those prices
146,@maryjaneexplore The price of the milk is ridiculous
147,"Whoever can guess closest to the combined price of a gallon of milk, a dozen eggs, and a loaf of bread in their home district gets to be the next Speaker"
148,"Don't always use GUAGUAN for expensive.

Mix it up by saying something is GAI PRESIU, which literally means ""has price"".

""Hui, gai presiu ha' i lechi guini."" 
""Dang, the milk is pricey here.""

NOTE: Hui does not mean DANG 😂 Insert any other expression of surprise."
149,"@iamcardib Yup. The ""7-14%"" number is based on a basket of goods over eighty years old. No one buys shoe horns and pipe tobacco anymore.

Inflation is hovering at 100%. Literally. Soda is fully doubled in price. Milk has doubled in price. Eggs have fully tripled in price. Bread triple..."
150,@DavidKotiw Ya know. I want to know what the new repub house csn do to lower the damn cost of living food rent housing gas you know back to old days of normal costs chick was .79 .99lb same hamburger and one could afford steak  milk 6.00 7.00 gal but 17.00 4 lbs eggs 7.00 to 20.00 🤬🤬🤬
151,How will a production company increase the price of its products yet reduced the quantity ans quantity of the product.  Sachets milk and other Sachets related products keep reducing in every production.
152,@MajorFactor2 @iamcardib $11 for a gallon of milk..? That’s what it cost here https://t.co/vk0F8BVgbO
153,"@edemss22 Congratulations, hope you know the price of Baby milk now?"
154,"milk_shake Icy Blond Shampoo - Black Pigment Silver Shampoo for V
Price: No Price
Rating: 4.6 out of 5 stars

https://t.co/SWKA6XMH9y"
155,@iamcardib Yuh being rich has nothing to do with yurh point!! Yuh got more money and more BILLS with no food stamps.! Hell I get food stamps n I’m still shocked by the cost of MILK 🥛
156,"This the kinda rich ppl we need... well I mean rich ppl should exist period but if they are they can be more like this.

Remember when Gates didn't know the fucking price of milk? https://t.co/Ygs51LcoaO"
157,"@KnottygirlVP @siomoCTV Ontario is expensive according to all the recent transplants but they are having trouble adjusting to cost of living in Alberta, it's not as cheap as the ads say it is. Houses are cheaper for ppl from out East &amp; we recycle &amp; don't do bagged milk. No PST but retailers gouge us."
158,"When I saw that Oatly went from $4.49-ish to damn near $7, I was fed up. First it was the cost of bottled water, but it was definitely oat milk after that. lol"
159,"To the Independents who switched from Democrat to Republican on November 8th because they were mad about the price of gas, milk, and eggs, and afraid of your house being broken in by thugs, only to see a Republican majority that they elected and are out of control, at what point?"
160,@minollox @p_ferragu Market cap vs share price is more significant to consider. Will the old guard make decent EVs or just milk the incentives? Will EVs be the end all of ICE dominance? Will Musk sink the share price to go private? ? ?
161,@dfaber84 God help us if they start setting the price of milk.
162,"@RoryPetzer The higher prices attract customers who can spend big or who want quality service, that price isn't in the value of milk or 6x 1liter milk ,it also includes the services you get,.....there's a lot of things to consider about what people benefit from a brand"
163,@DevSpacePrez @gtanpcfr @AngelicIsight @Dexerto if everyone made 100k a gallon of milk would cost like $15 lmao
164,"@charliekirk11 His fix of NAFTA has cost Americans. 20% rise i soft lumber, 18% increase in aluminum, 24% increase in Steel.. He negotiated to allow dairy imported into Canada... Now all the companies have to use Canadian milk to make their products.... Bigger win for Canada and Mexico"
165,"@Cavinaar @mozzoid @christianllamar @iamcardib Goods match a diesel price per gallon. 18 wheelers bring everything to your shelves.
Milk also follows the price of diesel."
166,@mikeheidbreder @itsjustnut @CollinsEdmunds @BoomerMays @JoeBiden I'm used to reddit. I can't seem figure out how threads work on this. Didn't it devolve into the cost of food and specifically the cost of a gallon of milk?
167,"நிலையம் அருகில்.
The MRP price of a packet of orange milk is Rs.24.But if you go to the grocery store and buy it, they sell it at a higher price of Rs32,34.  Please check with the shops and take action to get the right price
Loc:Mannappan Street,Near Korukuppet Police Station 2/2"
168,"I took a friend to lunch today: 2 burgers, 2 fries, a shared milk shake.  Cost… $48.67.  Thanks #JoeBiden.  You are so out of touch with what’s going on in this county it makes me #sadforAmerica."
169,"@CBS6Albany You can kiss all small businesses good bye and the cost of living would go@threw the roof making everything relative  to if minimum wage was still around 10 an hour. Just look already coat of eggs almost 10 dollars a dozen, a gallon of milk almost 6-7 dollars."
170,@jusmyth0ught5 @MartinSLewis @fascinatorfun Normally you’d have companies competing on price for customers but since they all went bust nobody left standing wants the liability of more customers. Nobody will risk low margins and being caught out on their hedges with a wholesale rise above the cap again. Just milk it.
171,"Its easy to manipulate #CardanoNFTs  
but its hard to get ADA out of that staking address.. 

Know the truth 
 ADA’s MVRV stood at -66.30%, indicating that most people will realize losses if they all sell their holdings at the current price.
#CardanoADA $milk $kidz $meld $wmt"
172,"@FOX8NOLA BASIC Food: eggs, milk, bread, bacon, raw chicken, produce, fresh fruit, fresh seafood, coffee, cheese. Electricity. Gasoline. Medications. And because we “need” these things, wine and alcohol to help me deal with the RISING cost of living!"
173,"We bought this house because I don't drive and needed someplace close for groceries. I'm 6 blocks from a #Publix. I use Target's same day delivery mostly. I'm sort of stuck. Think about this, your car gives you a freedom I can never have. #MSNBC https://t.co/c7W8DkJmVo"
174,"@StevieDwayne EVERYTHING is expensive nowadays. Fresh produce, eggs, milk and even the price of water and bread."
175,"@ChefGruel Bought a gallon of whole milk and a half gallon of chocolate milk earlier, cost me $11 bucks. 

I about shit."
176,Now I know why there isn't any milk stocked at Price Gauge USA. Cynthia Store Clerk is Coveting the 'mountain dew' of milk 4 'her' Concubine. Awww...Louis CK is so fucking attractive with tits!
177,"Inflation to reduce by half #CostOfLivingCrisis is set to become distant memory by end of 2023. With prices going up over the last 12 months.. Imagine 50% off the cost of everything.. bread, eggs, milk and fuel! What a time to be alive! 😄 Only question.. how will this achieved?"
178,@JoeBiden And how much is a gallon of milk? A loaf of bread? A dozen eggs?  How much more do utilities cost now?  You inflation is  burying the middle class
179,"Zoomer millionaire version of ""how much does a gallon of milk cost""
https://t.co/3CsL8jUQYP"
180,"“Australia's headline inflation rate was expected to peak at 7.75 per cent by the end of 2022, reaching a level unseen since 1990.”

Cost of living: Supermarket shopper spends $12.50 on bread, milk, bananas | Daily Mail Online https://t.co/kWHKVeXOul"
181,Grrr. Bad gut pains today. Maybe the price of eating “bad stuff” (gluten and milk for me) for a prolonged period over Christmas. Paracetamol and a hot bath are helping a bit. Maybe a hot water bottle later.
182,"📢📢  Nespresso Vertuo Coffee and Espresso Machine by De'Longhi with Milk Frother, Piano Black

Price : $201.75 | Saving : %25.00
4.7 out of 5 stars

#interiordesign #kitchen #art #luxury #cooking 
https://t.co/raKa4kx4oN"
183,@earthtoashleyx and prices vary so wildly. like dairy at safeway is about double the cost of walmart's at this point. it's all sortsa fucked up. just an irrational cash grab.
184,"@taadelodun My experience in London, I asked the salesperson at the shop if they even make profit cus Eyy! I went to a Lidle shop and I couldn’t believe, most of the stocked food cost less than a pound. Bread, milk, ketchup, sardine, mayonnaise, sugar, salt, tuna etc! I shop £20 for month!"
185,Can you believe eggs cost more than a gallon of milk now something don’t seem right
186,At least I am not the only who got shocked by the crazy price of milk at @WOOLWORTHS_SA https://t.co/Uub8AJac2g
187,"If it was like this, a gallon of milk would cost $15 and a carton of eggs would cost $20. These companies would make sure to even it out so it wouldn’t feel like a $100k https://t.co/SSddFm6gJr"
188,"@ciacox That’s great! 🙌 there’s plenty of options about, but if helpful: I would def recommend Aldi’s own brand ones for taste &amp; price… having said that, Minor Figures barista oat milk which is usually a tad dearer, is currently 72p at Home Bargains 🥛 https://t.co/uhH36SpbOa"
189,"Most businesses are on guard for substitutes for everything and have done so for decades. That's probably the upside to the decline in multi-year handshake deals.  Both parties now know this.

Consumers know to expect to eat Frankenfoods when the price of butter, milk and eggs..."
190,"@chegney @JamesBradleyCA Milk is 7 bucks a gallon!!! A pound of hamburger will cost you 15 bucks, if you can find any .. What do you mean “what does  Joe Biden have to do with this “ are you serious"
191,"@ShaunaBoyle What is UPC? do u mean UCP? 😁 

Stimulating demand with handouts does not reduce the price of anything 

If milk costs $5/GALLON &amp; you're too poor to buy it what happens when you get a welfare cheque? Does the price of milk fall under $5 hun? 🐍"
192,@iamkoshiek I was shocked by the price of milk yoh!
193,"I do, but back in the fifties a loaf of bread was 15 cents. Now $1.25 and milk is the cost of a gallon of gas. But back then .50 cents. Until companies found they could gouge people it was a lot better. https://t.co/d6x6okwDqn"
